1.78600e+00 1.26400e+00 2.15000e+00 9.55027e+15 2.55417e+13 -2.31583e+12 8.86140e+15
1.77400e+00 1.89400e+00 2.13000e+00 9.37214e+15 2.53076e+13 -2.25080e+12 8.77706e+15
1.36000e+00 2.48800e+00 3.54000e+00 2.58076e+16 4.07559e+13 -1.03135e+13 1.45577e+16
1.73200e+00 3.35800e+00 3.80000e-01 3.05601e+14 5.67658e+12 -1.28170e+10 1.58244e+15
2.18200e+00 1.01200e+00 1.11000e+00 2.56329e+15 1.42206e+13 -3.19040e+11 4.59029e+15
1.00600e+00 1.57000e+00 7.20000e-01 1.07478e+15 8.88819e+12 -8.70459e+10 2.97290e+15
1.81000e+00 1.52800e+00 7.00000e-01 1.02338e+15 9.32402e+12 -8.00416e+10 2.89966e+15
2.80000e+00 3.70600e+00 4.70000e+00 4.55022e+16 5.49232e+13 -2.40698e+13 1.93110e+16
1.66600e+00 2.45200e+00 1.89000e+00 7.38066e+15 2.25312e+13 -1.57220e+12 7.78833e+15
2.57200e+00 1.79800e+00 3.50000e-01 2.64770e+14 6.02999e+12 -1.00317e+10 1.46861e+15
2.31400e+00 1.52200e+00 1.40000e-01 4.61427e+13 3.46666e+12 -6.45464e+08 6.01875e+14
3.86800e+00 2.29600e+00 4.81000e+00 4.77480e+16 5.70349e+13 -2.58579e+13 1.97955e+16
3.29200e+00 1.02400e+00 3.41000e+00 2.40407e+16 4.08877e+13 -9.23777e+12 1.40579e+16
3.11800e+00 2.93800e+00 2.77000e+00 1.58700e+16 3.35762e+13 -4.94422e+12 1.14154e+16
1.66000e+00 3.32200e+00 1.15000e+00 2.74183e+15 1.42398e+13 -3.54372e+11 4.74682e+15
2.11600e+00 3.67600e+00 4.29000e+00 3.78949e+16 4.97717e+13 -1.83135e+13 1.76264e+16
2.21200e+00 1.96000e+00 3.05000e+00 1.92007e+16 3.59690e+13 -6.60370e+12 1.25603e+16
3.73600e+00 3.73000e+00 2.96000e+00 1.81304e+16 3.62100e+13 -6.02751e+12 1.21970e+16
2.00200e+00 3.56200e+00 2.22000e+00 1.01805e+16 2.65015e+13 -2.54509e+12 9.14363e+15
3.71800e+00 1.10200e+00 2.67000e+00 1.47767e+16 3.29504e+13 -4.43622e+12 1.10210e+16
3.15400e+00 1.54000e+00 1.69000e+00 5.93728e+15 2.15131e+13 -1.12537e+12 6.98520e+15
1.56400e+00 1.96600e+00 2.02000e+00 8.42634e+15 2.39034e+13 -1.91977e+12 8.32254e+15
2.65000e+00 1.15000e+00 2.77000e+00 1.58632e+16 3.31938e+13 -4.95208e+12 1.14198e+16
1.82800e+00 1.72600e+00 1.22000e+00 3.08738e+15 1.51618e+13 -4.23358e+11 5.03797e+15
1.46800e+00 3.87400e+00 4.68000e+00 4.50407e+16 5.36058e+13 -2.37548e+13 1.92117e+16
3.46000e+00 3.19000e+00 8.80000e-01 1.63151e+15 1.26936e+13 -1.59043e+11 3.65749e+15
2.08600e+00 1.57000e+00 1.00000e-02 2.22473e+12 1.82380e+12 -3.47642e+05 6.45009e+13
1.95400e+00 3.10000e+00 3.13000e+00 2.02010e+16 3.66518e+13 -7.12775e+12 1.28781e+16
2.63200e+00 2.32000e+00 1.44000e+00 4.30924e+15 1.82850e+13 -6.95996e+11 5.95052e+15
2.50600e+00 3.28600e+00 3.82000e+00 3.00850e+16 4.48302e+13 -1.29449e+13 1.57108e+16
2.73400e+00 3.24400e+00 3.23000e+00 2.15379e+16 3.84114e+13 -7.83180e+12 1.32958e+16
1.37200e+00 2.51800e+00 1.74000e+00 6.25245e+15 2.06103e+13 -1.22684e+12 7.16870e+15
1.28200e+00 1.44400e+00 1.00000e+00 2.07178e+15 1.22502e+13 -2.33173e+11 4.12752e+15
3.02200e+00 2.29600e+00 3.48000e+00 2.50111e+16 4.14482e+13 -9.80304e+12 1.43318e+16
