2.572496826714072071e+01 7.851335764563133424e+00 3.562293486435888501e-02 1.490959942860880551e-02 5.326195763288954186e+04 3.430317141464911401e+03 1.527643259032629430e+04 4.758319977227074560e+05 5.568674761125294026e+05
2.974461411848118786e+01 7.921978285271119802e+00 4.481603227601074768e-02 1.101509391341139524e-02 7.108126255421334645e+04 3.580691904062405229e+03 1.863678293739212677e+04 7.772128390643047169e+05 1.134187229814415332e+06
2.780172460335663942e+01 3.489420297587188635e+00 1.914235122962700680e-02 3.295747266816526772e-02 1.193940783177665253e+04 8.324478330905549228e+02 4.911421927317860536e+03 3.386800260668678675e+05 2.051816491893987404e+05
2.568320885813452747e+01 5.632685990828390388e+00 4.836055411844610713e-02 4.907313111665829314e-03 2.328419783053626452e+04 1.829468264986644499e+03 9.568880528604495339e+03 3.704493963632558007e+05 1.163569099076994462e+06
2.582964070015368208e+01 6.353317904175908026e+00 5.710344052267066900e-02 4.261164676531842277e-02 1.180792923089732940e+05 5.881923840206582099e+03 1.209288724203361198e+04 6.427022957614099607e+06 2.208507712515711319e+06
2.840040372784313405e+01 3.277117323889497946e+00 5.060677644387796825e-02 2.293114498823384945e-02 3.734192640064493753e+04 1.895470879389904439e+03 5.231502884271321818e+03 2.291104406351223588e+06 1.506004533413943136e+06
2.985147214660344872e+01 6.860870634859803197e+00 5.109099554457878500e-02 5.046572703643031899e-03 4.934707617433564883e+04 2.653262399689992890e+03 1.554482032588566653e+04 5.552608558464271482e+05 1.678252814905135892e+06
2.547492919179078541e+01 6.566178889716542955e+00 5.311164031668451357e-02 4.906968324267847043e-02 1.074281466805809323e+05 5.570494235143996775e+03 1.237738169584190473e+04 5.426138242073648609e+06 1.661952616101189051e+06
2.574836073916885937e+01 4.751171545042105926e+00 3.580672134528932460e-02 4.737959832991098935e-02 3.565795849872518011e+04 2.280641052493592724e+03 7.901471180957742035e+03 1.511121743536932627e+06 5.474768687236064579e+05
2.902377703941975540e+01 5.376117415799740229e+00 3.316623089010405090e-02 1.834542480129134831e-02 2.975264312870215144e+04 1.826741039621992968e+03 1.083704742632107809e+04 5.508383965225220891e+05 5.328117154585925164e+05
2.723706623989393094e+01 4.158401128622646326e+00 1.797118907723270487e-02 3.892480197051950697e-02 1.602844774769564901e+04 1.193543007502739783e+03 6.624924239986285102e+03 3.892852252993179718e+05 2.083086380998793175e+05
2.815602341884397575e+01 6.881463481141175897e+00 2.882886228716492055e-02 1.166350178259814574e-02 4.205947236794645869e+04 2.554285467340378091e+03 1.443349532200954854e+04 2.582161212994833477e+05 4.155445483702351339e+05
2.641366789321903497e+01 3.196478844325382873e+00 3.785417420242843944e-02 2.775177801298990554e-02 1.875154454478200569e+04 1.176684210804523900e+03 4.013369363747187890e+03 9.924079931024607504e+05 5.837266066519077867e+05
2.798711055452941920e+01 7.725827493358669251e+00 2.610780873161087229e-02 3.925074686533625012e-02 6.410848500058590434e+04 3.546992218616651371e+03 1.678886258014244959e+04 7.365926796519488562e+05 3.657214254744758364e+05
2.530933500806728276e+01 4.802631344302732863e+00 4.661370437687509249e-02 4.468855026719870116e-02 5.627930552914879081e+04 3.210643801139667630e+03 7.954636454087449238e+03 3.016639984783978667e+06 1.055912131192599190e+06
2.560299438151636409e+01 6.342211802446463764e+00 4.249038721433667787e-02 2.010862153882267064e-02 4.116041932562758302e+04 2.725308921071700752e+03 1.149593355876277201e+04 1.017423790177417686e+06 8.221804006025195122e+05
2.508759234830719720e+01 4.387484862086191484e+00 4.121856762200603458e-02 1.343337500563076582e-02 1.678406029035211395e+04 1.251379089808324352e+03 5.910181378567358479e+03 5.596753762365551665e+05 6.626592953180079348e+05
2.595486948128812443e+01 7.996547122628065551e+00 2.844040456257706379e-02 2.217615456806039387e-02 5.633278060380946408e+04 3.549695629772031680e+03 1.584130151968565769e+04 4.449789858408621512e+05 3.794151843503641430e+05
2.521571247622924616e+01 6.397017514721799358e+00 4.959266184458105409e-02 2.449525969082809798e-02 5.561444991458733421e+04 3.400503239390673116e+03 1.151011788897449151e+04 2.043031791927205632e+06 1.281250396470568376e+06
